node_id,lat,lon
1588233141,53.7206497,91.4403553
1588233131,53.7206092,91.4399949
1588575964,53.7205704,91.4396187
1588233090,53.7203914,91.4379220
1588233064,53.7202630,91.4366742
8292203993,53.7201628,91.4357332
1588575958,53.7201030,91.4351352
8011649294,53.7199593,91.4337614
330696244,53.7199442,91.4335985
